6,6,6,6,1,1,0,3,0,0
0,0,0,0,0,0,0,0,0,0
2250,750,500,1000,106,12,2000,72,2500,5000
0,0,0,0,0.75,0.4,0,-0.8,0,0
0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,1,1,1,1,1
0,0.75,0,0.75,0,1,1,0,0,0.45
0.7,0.7,0.7,0.7,0,0,0,0.7,0.7,0.7
